start,end,mid,size,startsize,length_size,auto,halfmin,connected
13:14:02,13:14:11,13:14:06,8046,8042,9,1,1,2
13:14:12,13:14:18,13:14:15,8055,8052,6,0,1,2
13:14:19,13:14:27,13:14:23,8063,8059,8,1,1,2
13:14:28,13:14:35,13:14:31,8071,8068,7,0,1,2
13:14:36,13:14:44,13:14:40,8080,8076,8,1,1,2
13:14:45,13:14:52,13:14:48,8088,8085,7,0,1,2
13:14:53,13:15:01,13:14:57,8097,8093,8,1,1,2
13:15:02,13:15:25,13:15:13,8113,8102,23,0,1,2
13:15:26,13:15:35,13:15:30,8130,8126,9,1,1,2
13:15:36,13:15:42,13:15:39,8139,8136,6,0,1,2
13:15:43,13:16:25,13:16:04,8164,8143,42,1,1,2
13:16:26,13:16:32,13:16:29,8189,8186,6,0,1,2
13:16:33,13:16:41,13:16:37,8197,8193,8,1,1,2
13:16:42,13:16:49,13:16:45,8205,8202,7,0,1,2
13:16:50,13:16:58,13:16:54,8214,8210,8,1,1,2
13:16:59,13:17:14,13:17:06,8226,8219,15,0,1,2
13:17:15,13:17:32,13:17:23,8243,8235,17,1,1,2
13:17:33,13:17:40,13:17:36,8256,8253,7,0,1,2
13:17:41,13:18:31,13:18:06,8286,8261,50,1,1,2
13:18:32,13:19:38,13:19:05,8345,8312,66,0,1,2
13:18:39,13:18:47,13:18:43,8323,8319,8,1,1,2
13:18:48,13:19:37,13:19:12,8352,8328,49,0,1,2
13:19:38,13:20:36,13:20:07,8407,8378,58,1,1,2
13:20:37,13:20:44,13:20:40,8440,8437,7,0,1,2
13:20:45,13:20:53,13:20:49,8449,8445,8,1,1,2
13:20:54,13:21:09,13:21:01,8461,8454,15,0,1,2
13:21:10,13:21:18,13:21:14,8474,8470,8,1,1,2
13:21:19,13:21:26,13:21:22,8482,8479,7,0,1,2
13:21:27,13:21:35,13:21:31,8491,8487,8,1,1,2
13:21:36,13:22:41,13:22:08,8528,8496,65,0,1,2
13:22:42,13:23:25,13:23:03,8583,8562,43,1,1,2
13:23:26,13:23:40,13:23:33,8613,8606,14,0,1,2
13:23:41,13:23:58,13:23:49,8629,8621,17,1,1,2
13:23:59,13:24:05,13:24:02,8642,8639,6,0,1,2
13:24:06,13:24:15,13:24:10,8650,8646,9,1,1,2
13:24:16,13:24:22,13:24:19,8659,8656,6,0,1,2
13:24:23,13:24:57,13:24:40,8680,8663,34,1,1,2
13:24:57,13:27:20,13:26:08,8768,8697,143,0,1,2
13:36:40,13:39:40,13:38:10,9490,9400,180,0,1,0
13:54:06,13:59:43,13:56:54,10614,10446,337,0,1,0
14:01:21,14:02:07,14:01:44,10904,10881,46,0,1,0
14:15:34,14:15:42,14:15:38,11738,11734,8,1,0,0
14:15:50,14:18:21,14:17:05,11825,11750,151,1,1,0
14:18:38,14:21:10,14:19:54,11994,11918,152,1,1,0
14:21:18,14:22:08,14:21:43,12103,12078,50,1,1,0
14:22:17,14:22:50,14:22:33,12153,12137,33,1,1,0
14:22:59,14:23:15,14:23:07,12187,12179,16,1,0,0
14:23:23,14:23:57,14:23:40,12220,12203,34,1,1,0
14:24:14,14:24:31,14:24:22,12262,12254,17,1,0,0
14:24:39,14:24:56,14:24:47,12287,12279,17,1,0,0
14:25:04,14:25:21,14:25:12,12312,12304,17,1,0,0
14:26:03,14:26:20,14:26:11,12371,12363,17,1,0,0
14:27:44,14:27:52,14:27:48,12468,12464,8,1,0,0
14:28:34,14:28:43,14:28:38,12518,12514,9,1,0,0
14:34:51,14:35:00,14:34:55,12895,12891,9,1,0,0
14:38:21,14:38:29,14:38:25,13105,13101,8,1,0,0
